"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","legislatura","cargo","status","circunscripcion","sexo","fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas"
"SALABERRY",NA,"JUAN","M.",3657,"Partido Nacional",1963-02-15,1967-02-14,39,"Presidente del Concejo Departamental","Titular","Lavalleja",1,NA,1899-11-03,1963-02-15,1967-02-14,1965-02-14,NA,63,63,"1934-1973"
"SALABERRY",NA,"JUAN","M.",3657,"Partido Nacional",1972-02-15,1973-06-27,41,"Intendente","Titular","Lavalleja",1,NA,1899-11-03,1972-02-15,1973-06-27,1972-10-21,NA,72,72,"1934-1973"
"SALABERRY",NA,"GUSTAVO",NA,3770,"Frente Amplio",1905-07-02,NA,46,"Intendente","Suplente","Maldonado",1,NA,NA,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,NA,NA,"1985-2020"
"SALAVERRIA",NA,"ERNESTO",NA,2708,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Canelones Atlántida",1,NA,1956-02-28,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,54,54,"1985-2020"
"SALAVERRY",NA,"RODOLFO",NA,2690,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Canelones Montes",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"SALAZAR",NA,"FRANCISCO",NA,2124,"Partido Nacional",NA,NA,40,"Diputado","Titular","Maldonado",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"SALAZAR",NA,"FRANCISCO",NA,2124,"Partido Nacional",1955-02-15,1959-02-14,37,"Concejal Departamental","Titular","Maldonado",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"SALAZAR",NA,"FRANCISCO",NA,2124,"Partido Nacional",1959-02-15,1963-02-14,38,"Presidente del Concejo Departamental","Titular","Maldonado",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1905-02-15,1908-02-14,22,"Diputado","Titular","Salto",1,NA,NA,1905-03-09,1908-01-13,1906-08-11,NA,NA,NA,"1902-1933"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1908-02-15,1909-02-13,23,"Diputado","Titular","Salto",1,NA,1883-09-15,1908-02-08,1911-01-23,1909-08-01,NA,24,24,"1902-1933"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1909-02-13,1911-01-23,23,"Senador","Titular","Salto",1,NA,1883-09-15,1908-02-08,1911-01-23,1909-08-01,NA,25,25,"1902-1933"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1911-02-09,1914-02-09,24,"Senador","Titular","Salto",1,NA,1883-09-15,1911-02-09,1914-02-09,1912-08-10,NA,27,27,"1902-1933"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1914-02-09,1915-02-09,25,"Senador","Titular","Salto",1,NA,1883-09-15,1914-02-09,1917-01-02,1915-07-23,NA,30,30,"1902-1933"
"SALDAÑA",NA,"RAMON","G.",1243,"Partido Colorado",1915-02-06,1917-01-23,25,"Diputado","Suplente","Durazno",1,NA,1883-09-15,1914-02-09,1917-01-02,1915-07-23,NA,31,31,"1902-1933"
"SALDIAS",NA,"ZOILO",NA,2456,"Partido Nacional",1935-03-19,1938-06-19,32,"Ministro Industria y Trabajo","Titular",NA,1,2,1886-06-27,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,48,48,"1934-1973"
"SALDUN",NA,"JOSE","A.",1244,"Partido Nacional",1959-02-15,1963-02-14,38,"Diputado","Titular","Flores",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"SALDUN",NA,"JOSE","A.",1244,"Partido Nacional",1963-02-15,1967-02-14,39,"Presidente del Concejo Departamental","Titular","Flores",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"SALDUN",NA,"PEDRO",NA,3720,"Partido Nacional",1967-02-15,1972-02-14,40,"Intendente","Titular","Flores",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"LUIS","ALBERTO",1245,"Partido Nacional",1967-02-15,1972-02-14,40,"Diputado","Titular","Montevideo",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1929-02-15,1932-02-14,30,"Diputado","Titular","Montevideo",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1932-02-15,1933-03-31,31,"Diputado","Titular","Montevideo",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1934-05-18,1938-05-24,32,"Diputado","Titular","Montevideo",1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1938-05-25,1942-02-21,33,"Senador","Suplente",NA,1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1938-06-29,1938-10-11,33,"Diputado","Titular","Montevideo",1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"RAMON","M.",1246,"Partido Nacional",1943-02-15,1947-02-15,34,"Diputado","Titular","Montevideo",1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"SALGADO",NA,"JOSE",NA,2125,"Partido Colorado",NA,NA,25,"Diputado","Titular","Cerro Largo",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"SALGADO",NA,"JOSE",NA,2125,"Partido Colorado",NA,NA,26,"Diputado","Titular","Colonia",1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"SALGUERO",NA,"RAFAEL","V.",1247,"Partido Colorado",1914-03-21,1917-02-14,25,"Diputado","Titular","San Jose",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"SALGUERO",NA,"RAFAEL","V.",1247,"Partido Colorado",1929-02-15,1932-02-14,30,"Diputado","Titular","San Jose",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"SALGUERO",NA,"RAFAEL","V.",1247,"Partido Colorado",1932-02-15,1933-03-31,31,"Diputado","Titular","San Jose",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SALLE",NA,"DARIO",NA,3216,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Colonia Carmelo",1,NA,1982-07-11,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,32,32,"1985-2020"
"SALMANTON",NA,"RAMON",NA,2126,"Partido Nacional",NA,NA,44,"Diputado","Suplente","Rivera",1,NA,1943-11-11,1995-02-15,2000-02-14,1997-08-15 12:00:00,53,NA,53,"1985-2020"
"SALOM",NA,"MIGUEL",NA,596,"Partido Colorado",1938-07-04,1940-12-18,33,"Diputado","Suplente","Montevideo",1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"SALORIO",NA,"JUAN","G.",3501,"Partido Nacional",1926-10-02,1932-02-23,29,"Consejero Departamental","Titular","Colonia",1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"SALORIO",NA,"JUAN","G.",3501,"Partido Nacional",1932-02-23,1933-03-31,31,"Consejero Departamental","Titular","Colonia",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SALSAMENDI",NA,"JAVIER",NA,1248,"Frente Amplio",2005-02-15,NA,46,"Diputado","Titular","Montevideo",1,NA,1966-06-25,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,38,38,"1985-2020"
"SALSAMENDI",NA,"GABRIEL",NA,2127,"Frente Amplio",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,1968-04-09,1995-02-15,2000-02-14,1997-08-15 12:00:00,29,NA,29,"1985-2020"
"SALTRE",NA,"WILLIAM",NA,2128,"Partido Nacional",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,1957-02-26,1995-02-15,2000-02-14,1997-08-15 12:00:00,40,NA,40,"1985-2020"
"SALVAGNO",NA,"ALBERTO",NA,1249,"Partido Colorado",1919-03-17,1919-11-23,26,"Diputado","Suplente","Montevideo",1,NA,1864-01-09,1917-02-01,1920-02-14,1918-08-09,NA,55,55,"1902-1933"
"SALVARREY",NA,"RODOLFO",NA,2690,"Partido Nacional",2015-03-01,NA,48,"Alcalde","Titular","Canelones Montes",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"SALVO","SLOTZ","WASHINGTON",NA,2594,"Frente Amplio",1995-03-01,2000-03-01,44,"Ministro Corte Electoral",NA,NA,1,NA,1943-03-22,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,51,51,"1985-2020"
"SALVO","SLOTZ","WASHINGTON",NA,2594,"Frente Amplio",2010-03-01,2015-03-01,47,"Ministro Corte Electoral",NA,NA,1,NA,1943-03-22,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,66,66,"1985-2020"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1902-11-04,1905-02-14,21,"Diputado","Suplente","Artigas",1,1,1859-06-01,1902-02-08,1905-02-06,1903-08-09,NA,43,43,"1902-1933"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1905-02-15,1908-02-14,22,"Diputado","Titular","Artigas",1,1,1859-06-01,1905-03-09,1908-01-13,1906-08-11,NA,45,45,"1902-1933"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1908-02-15,1911-02-14,23,"Diputado","Titular","Artigas",1,1,1859-06-01,1908-02-08,1911-01-23,1909-08-01,NA,48,48,"1902-1933"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1911-02-15,1914-02-14,24,"Diputado","Titular","Artigas",1,1,1859-06-01,1911-02-09,1914-02-09,1912-08-10,NA,51,51,"1902-1933"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1914-02-15,1917-02-14,25,"Diputado","Titular","Artigas",1,1,1859-06-01,1914-02-09,1917-01-02,1915-07-23,NA,54,54,"1902-1933"
"SAMACOITZ",NA,"JUAN",NA,1250,"Partido Colorado",1917-02-15,1920-02-14,26,"Diputado","Titular","Maldonado",1,1,1859-06-01,1917-02-01,1920-02-14,1918-08-09,NA,57,57,"1902-1933"
"SAN","JUAN","EMILIO",NA,1251,"Partido Colorado",1937-09-07,1937-11-10,32,"Senador","Suplente",NA,1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"SAN","ROMAN","ERNESTO",NA,3087,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Maldonado Aiguá",1,NA,1955-08-03,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,59,59,"1985-2020"
"SANABRIA",NA,"WILSON",NA,2129,"Partido Colorado",NA,NA,43,"Diputado","Titular","Maldonado",1,NA,1949-08-18,1990-02-15,1995-02-14,1992-08-15 12:00:00,42,NA,42,"1985-2020"
"SANABRIA",NA,"WILSON",NA,2129,"Partido Colorado",NA,NA,44,"Senador","Suplente",NA,1,NA,1949-08-18,1995-02-15,2000-02-14,1997-08-15 12:00:00,47,NA,47,"1985-2020"
"SANABRIA",NA,"WILSON",NA,2129,"Partido Colorado",NA,NA,45,"Senador","Suplente",NA,1,NA,1949-08-18,2000-02-15,2005-02-14,2002-08-16,52,NA,52,"1985-2020"
"SANCHES",NA,"ANA","INES",3083,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Maldonado Punta del Este",0,NA,1980-12-17,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,34,34,"1985-2020"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional",1917-02-15,1920-02-14,26,"Diputado","Titular","Colonia",1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional",NA,1923-02-14,27,"Diputado","Titular","Colonia",1,NA,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional",1929-02-15,1932-02-14,30,"Diputado","Titular","San Jose",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional Independiente",1932-02-15,1933-03-31,31,"Diputado","Titular","San Jose",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional Independiente",1943-02-15,1947-02-14,34,"Diputado","Titular","Colonia",1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"SANCHEZ",NA,"AMADOR",NA,1252,"Partido Nacional Independiente",1947-02-15,NA,35,"Senador","Titular",NA,1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"SANCHEZ",NA,"GREGORIO","S.",1253,"Partido Colorado",NA,1905-02-06,21,"Senador","Suplente","Soriano",1,NA,NA,1902-02-08,1905-02-06,1903-08-09,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"GREGORIO","S.",1253,"Partido Colorado",1905-02-09,1908-01-13,22,"Senador","Suplente","Soriano",1,NA,NA,1905-03-09,1908-01-13,1906-08-11,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"GREGORIO","S.",1253,"Partido Colorado",1908-02-08,1909-01-08,23,"Senador","Suplente","Soriano",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"JOAQUIN","C.",1254,"Partido Colorado",1907-12-17,1908-02-14,22,"Diputado","Suplente","Colonia",1,NA,NA,1905-03-09,1908-01-13,1906-08-11,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"JOAQUIN","C.",1254,"Partido Colorado",1908-02-15,1911-02-14,23,"Diputado","Titular","Colonia",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"JOAQUIN","C.",1254,"Partido Colorado",1911-02-15,1914-02-14,24,"Diputado","Titular","Colonia",1,NA,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"JOAQUIN","C.",1254,"Partido Colorado",1914-02-15,1915-07-22,25,"Diputado","Titular","Colonia",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"MARIO",NA,1255,"Partido Nacional",1972-11-01,1972-12-01,41,"Diputado","Suplente","Montevideo",1,NA,1943-02-08,1972-02-15,1973-06-27,1972-10-21,NA,29,29,"1934-1973"
"SANCHEZ","VARELA","ENRIQUE",NA,1256,"Partido Nacional",1926-02-15,1929-02-14,29,"Diputado","Titular","San Jose",1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"SANCHEZ","VARELA","ENRIQUE",NA,1256,"Partido Nacional",1932-02-15,1933-03-31,31,"Diputado","Titular","Montevideo",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SANCHEZ","PADILLA","JULIO","CESAR",2130,"Partido Colorado",NA,NA,43,"Diputado","Suplente","Canelones",1,NA,1932-06-05,1990-02-15,1995-02-14,1992-08-15 12:00:00,60,NA,60,"1985-2020"
"SANCHEZ",NA,"RAMON",NA,2131,"Partido Colorado",NA,NA,45,"Diputado","Suplente","Montevideo",1,NA,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2020"
"SANCHEZ","ROCH","LUIS","A.",2132,"Partido Colorado",NA,NA,40,"Diputado","Suplente","Montevideo",1,NA,1915-09-21,1967-02-15,1972-02-14,1969-08-15 12:00:00,53,NA,53,"1934-1973"
"SANCHEZ",NA,"ALEJANDRO",NA,2317,"Frente Amplio",2015-02-15,NA,48,"Diputado","Titular","Colonia",1,NA,1980-04-24,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,34,34,"1985-2020"
"SANCHEZ",NA,"ALEJANDRO",NA,2317,"Frente Amplio",2010-02-15,NA,47,"Diputado","Titular","Montevideo",1,NA,1980-04-24,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,29,29,"1985-2020"
"SANCHEZ",NA,"ALEJANDRO",NA,2317,"Frente Amplio",2020-02-15,NA,49,"Diputado","Titular","Montevideo",1,NA,1980-04-24,2020-02-15,2025-02-14,2022-08-16,NA,39,39,"1985-2020"
"SANCHEZ",NA,"JOAQUIN","C.",1254,"Partido Colorado",1915-07-22,1917-03-22,25,"Ministro Guerra y Marina","Titular",NA,1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"SANCHEZ",NA,"WALTER",NA,3274,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Tacuarembo Paso de los Toros",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"SANCHEZ",NA,"ALEJANDRO",NA,3799,"Partido cuatro puntos cardinales",2009-06-28,2009-06-28,46,"Candidato Precandidato Presidente",NA,NA,1,NA,NA,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,NA,NA,"1985-2020"
"SANCHO","BARCELO","FRANCISCO",NA,2133,"Partido Colorado",NA,NA,36,"Senador","Suplente",NA,1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"SANCHO","BARCELO","FRANCISCO",NA,2133,"Partido Colorado",NA,NA,37,"Senador","Suplente",NA,1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"SANDER",NA,"RICHARD",NA,2378,"Partido Colorado",2010-02-15,NA,47,"Diputado","Titular","Rivera",1,NA,1964-08-01,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,45,45,"1985-2020"
"SANDER",NA,"MILTON",NA,2824,"Partido Colorado",2010-03-01,NA,47,"Concejal","Titular","Rivera Vichadero",1,NA,1940-06-24,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,69,69,"1985-2020"
"SANDER",NA,"RICHARD",NA,2378,"Partido Colorado",2019-07-01,2020-02-01,48,"Intendente","Suplente","Rivera",1,NA,1964-08-01,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,54,54,"1985-2020"
"SANDER",NA,"RICHARD",NA,2378,"Partido Colorado",NA,NA,49,"Intendente","Titular","Rivera",1,NA,1964-08-01,2020-02-15,2025-02-14,2022-08-16,58,NA,58,"1985-2020"
"SANGUINET",NA,"TEODORO",NA,1257,"Partido Colorado",1908-02-15,1911-02-14,23,"Diputado","Titular","Treinta y Tres",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"SANGUINET",NA,"LUIS",NA,3402,"Partido Obrero Revolucionario",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"SANGUINETTI",NA,"AGUSTIN",NA,1258,"Partido Colorado",1910-07-01,1911-02-14,23,"Diputado","Suplente","Montevideo",1,NA,1879-06-01,1908-02-08,1911-01-23,1909-08-01,NA,31,31,"1902-1933"
"SANGUINETTI",NA,"AGUSTIN",NA,1258,"Partido Colorado",1911-02-15,1914-02-14,24,"Diputado","Titular","Montevideo",1,2,1879-06-01,1911-02-09,1914-02-09,1912-08-10,NA,31,31,"1902-1933"
"SANGUINETTI",NA,"JORGE",NA,2134,"Partido Colorado",NA,NA,45,"Senador","Suplente",NA,1,NA,1934-11-14,2000-02-15,2005-02-14,2002-08-16,67,NA,67,"1985-2020"
"SANGUINETTI",NA,"CARMEN",NA,2385,"Partido Colorado",2020-02-15,NA,49,"Senador","Titular",NA,1,NA,1977-03-14,2020-02-15,2025-02-14,2022-08-16,NA,42,42,"1985-2020"
"SANGUINETTI",NA,"JORGE",NA,2134,"Partido Colorado",1985-03-01,1989-09-21,42,"Ministro Transporte y Obras Publicas","Titular",NA,1,NA,1934-11-14,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,50,50,"1985-2020"
"SANGUINETTI",NA,"JORGE",NA,2134,"Partido Colorado",1989-11-26,1989-11-26,42,"Candidato Vicepresidente",NA,NA,1,NA,1934-11-14,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,55,55,"1985-2020"
"SANJURJO",NA,"MANUEL",NA,3366,"Partido Federal",1966-11-27,1966-11-27,39,"Candidato Presidente",NA,NA,1,NA,1916-01-29,1963-02-15,1967-02-14,1965-02-14,NA,50,50,"1934-1973"
"SANJURJO",NA,"MANUEL",NA,3366,"Partido Federal",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,1916-01-29,1959-02-15,1963-02-14,1961-02-14,NA,46,46,"1934-1973"
"SANSEVERINO",NA,"BERTA",NA,2308,"Frente Amplio",2015-02-15,NA,48,"Diputado","Titular","Montevideo",1,NA,1946-04-25,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,68,68,"1985-2020"
"SANSEVERINO",NA,"BERTA",NA,2308,"Frente Amplio",2010-02-15,NA,47,"Diputado","Titular","Montevideo",1,NA,1946-04-25,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,63,63,"1985-2020"
"SANSEVIERO",NA,"RAFAEL",NA,2135,"Frente Amplio",NA,NA,43,"Diputado","Titular","Montevideo",1,NA,1956-06-02,1990-02-15,1995-02-14,1992-08-15 12:00:00,36,NA,36,"1985-2020"
"SANTALLA",NA,"MERCEDES",NA,2336,"Frente Amplio",2015-02-15,NA,48,"Diputado","Titular","Canelones",0,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"SANTAMARINA",NA,"EDEN","MELO",2136,"Frente Amplio",NA,NA,42,"Diputado","Titular","Montevideo",1,NA,1936-05-31,1985-02-15,1990-02-14,1987-08-16 12:00:00,51,NA,51,"1985-2020"
"SANTAMARINA",NA,"EDEN","MELO",2136,"Partido por el Gobierno del Pueblo",NA,NA,43,"Diputado","Titular","Montevideo",1,NA,1936-05-31,1990-02-15,1995-02-14,1992-08-15 12:00:00,56,NA,56,"1985-2020"
"SANTAMARINA",NA,"EDEN","MELO",2136,"Partido Colorado",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,1936-05-31,1995-02-15,2000-02-14,1997-08-15 12:00:00,61,NA,61,"1985-2020"
"SANTESTEVAN",NA,"EDISON",NA,3746,"Partido Colorado",1985-02-15,1990-02-14,42,"Intendente","Suplente","Rivera",1,NA,1934-02-16,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,50,50,"1985-2020"
"SANTIAS",NA,"ENRIQUE",NA,72,"Partido Nacional",1963-02-15,1967-02-14,39,"Diputado","Titular","Florida",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"SANTIN",NA,"JOSE","A.",1244,"Partido Colorado",1963-02-15,1967-02-14,39,"Concejal Departamental","Titular","Rio Negro",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,37,"Diputado","Suplente","Canelones",1,NA,1922-04-29,1955-02-15,1959-02-03,1957-02-08 12:00:00,34,NA,34,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,38,"Diputado","Titular","Canelones",1,NA,1922-04-29,1959-02-15,1963-02-14,1961-02-14,38,NA,38,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,38,"Senador","Titular",NA,1,NA,1922-04-29,1959-02-15,1963-02-14,1961-02-14,38,NA,38,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,39,"Diputado","Titular","Canelones",1,NA,1922-04-29,1963-02-15,1967-02-14,1965-02-14,42,NA,42,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,40,"Diputado","Titular","Canelones",1,NA,1922-04-29,1967-02-15,1972-02-14,1969-08-15 12:00:00,47,NA,47,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,41,"Senador","Titular",NA,1,NA,1922-04-29,1972-02-15,1973-06-27,1972-10-21,50,NA,50,"1934-1973"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,42,"Diputado","Titular","Canelones",1,NA,1922-04-29,1985-02-15,1990-02-14,1987-08-16 12:00:00,65,NA,65,"1985-2020"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,43,"Senador","Titular",NA,1,NA,1922-04-29,1990-02-15,1995-02-14,1992-08-15 12:00:00,70,NA,70,"1985-2020"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,44,"Senador","Titular",NA,1,NA,1922-04-29,1995-02-15,2000-02-14,1997-08-15 12:00:00,75,NA,75,"1985-2020"
"SANTORO",NA,"WALTER","R.",2137,"Partido Nacional",NA,NA,45,"Senador","Titular",NA,1,NA,1922-04-29,2000-02-15,2005-02-14,2002-08-16,80,NA,80,"1985-2020"
"SANTORO",NA,"WALTER",NA,2137,"Partido Nacional",1963-03-01,1964-06-16,39,"Ministro Industria y Trabajo","Titular",NA,1,NA,1922-04-29,1963-02-15,1967-02-14,1965-02-14,NA,40,40,"1934-1973"
"SANTOS",NA,"SANTIAGO","H.",1259,"Partido Nacional",1934-12-11,1938-05-24,32,"Diputado","Suplente","Lavalleja",1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"SANTOS",NA,"SEGUNDO",NA,1260,"Partido Colorado",1929-05-30,1932-02-14,30,"Diputado","Titular","Lavalleja",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"SANTOS",NA,"SEGUNDO",NA,1260,"Partido Colorado",1932-02-15,1933-03-31,31,"Diputado","Titular","Lavalleja",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"SANTOS",NA,"SEGUNDO",NA,1260,"Partido Colorado",1934-05-18,1938-05-16,32,"Senador","Titular",NA,1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"SANTOS",NA,"SEGUNDO",NA,1260,"Partido Colorado",1938-05-25,1942-02-21,33,"Senador","Titular",NA,1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"SANTOS",NA,"SEGUNDO",NA,1260,"Partido Colorado",1943-02-15,1947-02-14,34,"Diputado","Titular","Montevideo",1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
