"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","cargo","status","circunscripcion","sexo","id_fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas","inicio","fin","cargo_estandarizado","cargo_vigente","legislatura"
"CERUTI","CROSA","PEDRO",NA,333,"Partido Colorado",NA,1932-02-14,"Diputado","Suplente","Montevideo",1,1,1899-03-02,1929-02-01,1932-01-29,1930-08-01,31,NA,31,"1902-1933",NA,NA,"Diputado","SI","1929-1932"
"CERVIERI",NA,"ALCIDES",NA,3683,"Partido Colorado",1963-02-15,1967-02-14,"Concejal Departamental","Titular","Canelones",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1963-1967"
"CERVINI",NA,"WALTER",NA,4151,"Partido Colorado",2015-03-01,NA,"Concejal","Titular","Canelones 23 de Mayo",1,1,1985-04-25,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,29,29,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"CERVINI","PRATTO","WALTER","SANTIAGO",4151,"Partido Colorado",NA,NA,"Diputado","Titular",NA,1,2,1985-04-25,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,34,34,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"CESAR","FRATTI","JULIO",NA,2810,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Cerro Largo Fraile Muerto",1,1,1966-05-23,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,43,43,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"CESIO","BLANC","ENRIQUE","AGUSTIN",5128,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1934-07-30,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,73,NA,73,"1985-2025",2009,2009,"Diputado","SI","2005-2010"
"CEVA","LIAS","JOSE","MARIA",5151,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1962-04-21,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,45,NA,45,"1985-2025",2008,2008,"Diputado","SI","2005-2010"
"CHA","MAIDANA","JAVIER",NA,4607,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1965-01-27,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,47,NA,47,"1985-2025",2010,2015,"Diputado","SI","2010-2015"
"CHA","MAIDANA","JAVIER",NA,4607,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1965-01-27,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,42,NA,42,"1985-2025",2005,2010,"Diputado","SI","2005-2010"
"CHAGAS",NA,"FERNANDO",NA,1652,"Frente Amplio",NA,NA,"Diputado","Suplente","Cerro Largo",1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHALELA",NA,"FELIPE",NA,3728,"Partido Nacional",1967-02-15,1972-02-14,"Intendente","Titular","San Jose",1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Intendente","SI","1967-1972"
"CHALELA",NA,"LUIS",NA,3872,"Partido Nacional",1959-02-15,1963-02-14,"Concejal Departamental","Titular","Paysandu",1,1,1912-03-12,1959-02-15,1963-02-14,1961-02-14,NA,46,46,"1934-1973",NA,NA,"Concejal Departamental","NO","1959-1963"
"CHALELA","SILVA","LUIS",NA,3872,"Partido Nacional",1963-02-15,1967-02-14,"Concejal Departamental","Titular","Paysandu",1,1,1912-03-12,1963-02-15,1967-02-14,1965-02-14,NA,50,50,"1934-1973",NA,NA,"Concejal Departamental","NO","1963-1967"
"CHANQUET",NA,"MARLENE",NA,1653,"Partido Nacional",NA,NA,"Diputado","Suplente","Maldonado",1,1,1956-06-01,2000-02-15,2005-02-14,2002-08-16,46,NA,46,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHAPPER",NA,"JORGE",NA,334,"Partido Nacional",1990-02-15,1995-02-14,"Diputado","Titular","San Jose",1,1,1947-11-15,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,42,42,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"CHAPPER",NA,"JORGE",NA,334,"Partido Nacional",1995-02-15,2000-02-14,"Diputado","Titular","San Jose",1,1,1947-11-15,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,47,47,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"CHAPPER",NA,"JORGE",NA,334,"Partido Nacional",2000-02-15,2005-02-14,"Diputado","Titular","San Jose",1,1,1947-11-15,2000-02-15,2005-02-14,2002-08-16,NA,52,52,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHAPPER",NA,"JORGE",NA,334,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,1947-11-15,1995-02-15,2000-02-14,1997-08-15 12:00:00,49,NA,49,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"CHAPPER",NA,"JORGE",NA,334,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,1947-11-15,2000-02-15,2005-02-14,2002-08-16,54,NA,54,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"CHARAMELO","FEBLES","RICHARD","OMAR",335,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1972-09-15,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,44,NA,44,"1985-2025",2017,2020,"Diputado","SI","2015-2020"
"CHARAMELO","FEBLES","RICHARD","OMAR",335,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1972-09-15,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,49,NA,49,"1985-2025",2024,2024,"Senador","SI","2020-2025"
"CHARAMELO","FEBLES","RICHARD","OMAR",335,"Partido Nacional",NA,NA,"Diputado","Suplente","Canelones",1,2,1972-09-15,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,34,NA,34,"1985-2025",2005,2010,"Diputado","SI","2005-2010"
"CHARBONNIER","BIDEGAIN","ALDO","CLAUDIO",4879,"Partido Colorado",NA,NA,"Diputado","Suplente",NA,1,2,1967-12-07,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,54,NA,54,"1985-2025",2020,2024,"Diputado","SI","2020-2025"
"CHARLIER",NA,"SILVIA",NA,2612,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Montevideo C",1,1,1947-12-26,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,62,62,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"CHARLONE",NA,"SILVANA",NA,336,"Frente Amplio",1995-02-15,2000-02-14,"Diputado","Titular","Montevideo",0,1,1958-11-11,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,36,36,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"CHARLONE",NA,"SILVANA",NA,336,"Frente Amplio",2000-02-15,2005-02-14,"Diputado","Titular","Montevideo",0,1,1958-11-11,2000-02-15,2005-02-14,2002-08-16,NA,41,41,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Diputado","Titular","Montevideo",1,1,1895-10-05,1932-02-09,1933-03-31,1932-09-04,36,NA,36,"1902-1933",NA,NA,"Diputado","SI","1932-1933"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,1895-10-05,1934-05-18,1938-05-16,1936-05-16 12:00:00,40,NA,40,"1934-1973",NA,NA,"Senador","SI","1934-1938"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,1895-10-05,1938-05-24,1942-02-21,1940-04-07 12:00:00,44,NA,44,"1934-1973",NA,NA,"Senador","SI","1938-1942"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,1895-10-05,1943-02-04,1947-02-10,1945-02-06 12:00:00,49,NA,49,"1934-1973",NA,NA,"Senador","SI","1943-1947"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,1895-10-05,1947-02-13,1951-02-12,1949-02-12,53,NA,53,"1934-1973",NA,NA,"Senador","SI","1947-1951"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,1895-10-05,1951-02-15,1955-02-14,1953-02-14,57,NA,57,"1934-1973",NA,NA,"Senador","SI","1951-1955"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1933-09-05,1934-05-18,"Ministro Trabajo y Prevision Social","Titular",NA,1,1,1895-10-05,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,37,37,"1934-1973",NA,NA,"Ministro Trabajo y Seguridad Social","NO","1934-1938"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1934-05-18,1934-09-27,"Ministro Trabajo y Prevision Social","Titular",NA,1,1,1895-10-05,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,38,38,"1934-1973",NA,NA,"Ministro Trabajo y Seguridad Social","NO","1934-1938"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1934-08-12,1938-06-19,"Ministro Hacienda","Titular",NA,1,1,1895-10-05,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,38,38,"1934-1973",NA,NA,"Ministro Economía y Finanzas","NO","1934-1938"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1938-06-19,1940-12-16,"Ministro Hacienda","Titular",NA,1,1,1895-10-05,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,42,42,"1934-1973",NA,NA,"Ministro Economía y Finanzas","NO","1938-1942"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1949-08-12,1950-11-23,"Ministro Relaciones Exteriores","Titular",NA,1,1,1895-10-05,1947-02-13,1951-02-12,1949-02-12,NA,53,53,"1934-1973",NA,NA,"Ministro Relaciones Exteriores","SI","1947-1951"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1967-10-30,1970-04-02,"Ministro Economia y Finanzas","Titular",NA,1,1,1895-10-05,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,72,72,"1934-1973",NA,NA,"Ministro Economía y Finanzas","SI","1967-1972"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1970-10-26,1971-04-16,"Ministro Economia y Finanzas","Titular",NA,1,1,1895-10-05,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,75,75,"1934-1973",NA,NA,"Ministro Economía y Finanzas","SI","1967-1972"
"CHARLONE",NA,"CESAR",NA,1654,"Partido Colorado",1938-06-19,1943-03-01,"Vicepresidente de la Republica","Titular",NA,1,1,1895-10-05,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,42,42,"1934-1973",NA,NA,"Vicepresidente de la República","SI","1938-1942"
"CHARLONE","MARTINEZ","SILVANA","MABEL",336,"Frente Amplio",NA,NA,"Diputado","Titular","Montevideo",0,2,1958-11-11,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,46,46,"1985-2025",2005,2010,"Diputado","SI","2005-2010"
"CHAVEZ",NA,"OMAR","R.",1655,"Partido Colorado",NA,NA,"Diputado","Suplente","Flores",1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"CHAVEZ",NA,"RAUL",NA,3652,"Partido Colorado",1959-02-15,1963-02-14,"Concejal Departamental","Titular","Flores",1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1959-1963"
"CHELLE",NA,"ZOILO",NA,1656,"Partido Colorado",NA,NA,"Senador","Suplente",NA,1,1,1900-06-27,1959-02-15,1963-02-14,1961-02-14,60,NA,60,"1934-1973",NA,NA,"Senador","SI","1959-1963"
"CHELLE",NA,"ZOILO","A.",1656,"Partido Colorado",1951-02-15,1955-02-14,"Intendente","Titular","Soriano",1,1,1900-06-27,1951-02-15,1955-02-14,1953-02-14,NA,50,50,"1934-1973",NA,NA,"Intendente","SI","1951-1955"
"CHELONI",NA,"CONRADO",NA,337,"Partido Colorado",1953-05-29,1953-09-26,"Diputado","Suplente","Rio Negro",1,1,1917-03-06,1951-02-15,1955-02-14,1953-02-14,NA,36,36,"1934-1973",NA,NA,"Diputado","SI","1951-1955"
"CHELONI",NA,"CONRADO",NA,337,"Partido Nacional",1959-02-15,1963-02-14,"Concejal Departamental","Titular","Rio Negro",1,1,1917-03-06,1959-02-15,1963-02-14,1961-02-14,NA,41,41,"1934-1973",NA,NA,"Concejal Departamental","NO","1959-1963"
"CHENLO",NA,"JUAN",NA,338,"Frente Amplio",1972-02-15,1973-06-27,"Diputado","Titular","Montevideo",1,1,1944-11-21,1972-02-15,1973-06-27,1972-10-21,NA,27,27,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"CHENLO",NA,"JUAN",NA,338,"Frente Amplio",NA,NA,"Diputado","Suplente","Montevideo",1,1,1944-11-21,1990-02-15,1995-02-14,1992-08-15 12:00:00,47,NA,47,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"CHEVALIER",NA,"CARLOS",NA,339,"Partido Nacional",NA,1952-09-08,"Diputado","Suplente","Colonia",1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1951-1955"
"CHEVALIER",NA,"GABRIEL",NA,340,"Frente Amplio",2000-12-11,2000-12-20,"Diputado","Suplente","Montevideo",1,1,1970-01-04,2000-02-15,2005-02-14,2002-08-16,NA,30,30,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHEVALIER","USUCA","LILIANA","BEATRIZ",4982,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,0,2,1953-11-21,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,68,NA,68,"1985-2025",2020,2024,"Diputado","SI","2020-2025"
"CHIAPARA",NA,"JACINTA",NA,341,"Partido Colorado",1994-12-20,1995-01-01,"Diputado","Suplente","Rivera",0,1,1924-02-21,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,70,70,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",NA,NA,"Diputado","Suplente","Montevideo",1,1,1901-12-25,1943-02-04,1947-02-10,1945-02-06 12:00:00,43,NA,43,"1934-1973",NA,NA,"Diputado","SI","1943-1947"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",NA,NA,"Diputado","Suplente","Montevideo",1,1,1901-12-25,1947-02-13,1951-02-12,1949-02-12,47,NA,47,"1934-1973",NA,NA,"Diputado","SI","1947-1951"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",NA,NA,"Senador","Titular",NA,1,1,1901-12-25,1947-02-13,1951-02-12,1949-02-12,47,NA,47,"1934-1973",NA,NA,"Senador","SI","1947-1951"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",NA,NA,"Senador","Titular",NA,1,1,1901-12-25,1951-02-15,1955-02-14,1953-02-14,51,NA,51,"1934-1973",NA,NA,"Senador","SI","1951-1955"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",NA,NA,"Senador","Titular",NA,1,1,1901-12-25,1955-02-15,1959-02-03,1957-02-08 12:00:00,55,NA,55,"1934-1973",NA,NA,"Senador","SI","1955-1959"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",1985-03-01,1987-11-19,"Ministro Defensa Nacional","Titular",NA,1,1,1901-12-25,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,83,83,"1985-2025",NA,NA,"Ministro Defensa Nacional","SI","1985-1990"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Movimiento Civico Cristiano",1966-11-27,1966-11-27,"Candidato Presidente",NA,NA,1,1,1901-12-25,1963-02-15,1967-02-14,1965-02-14,NA,64,64,"1934-1973",NA,NA,"Candidato Presidente","SI","1963-1967"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Partido Democrata Cristiano",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,1901-12-25,1959-02-15,1963-02-14,1961-02-14,NA,60,60,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"CHIARINO",NA,"JUAN","VICENTE",1657,"Union Civica",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,1901-12-25,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,56,56,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"CHIAZZARO",NA,"ESTANISLAO",NA,3767,"Frente Amplio",2010-02-06,2010-07-07,"Intendente","Suplente","Canelones",1,1,1945-01-31,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,65,65,"1985-2025",NA,NA,"Intendente","SI","2005-2010"
"CHIAZZARO","CURIONI","ROBERTO",NA,2316,"Frente Amplio",NA,NA,"Diputado","Titular",NA,1,2,1949-12-20,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,65,65,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"CHIESA",NA,"EDUARDO",NA,4409,"Partido Colorado",2000-02-15,2005-02-14,"Diputado","Titular","Canelones",1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHIESA",NA,"SERGIO",NA,1658,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,1,1950-01-11,1995-02-15,2000-02-14,1997-08-15 12:00:00,47,NA,47,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"CHIESA",NA,"SERGIO",NA,1658,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,1950-01-11,2000-02-15,2005-02-14,2002-08-16,52,NA,52,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"CHIESA",NA,"SERGIO",NA,1658,"Partido Nacional",1998-02-04,1999-03-11,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,1,1950-01-11,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,48,48,"1985-2025",NA,NA,"Ministro Ganadería, Agricultura y Pesca","SI","1995-2000"
"CHIESA",NA,"MAURICIO",NA,2703,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Canelones Pando",1,1,1972-03-08,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,37,37,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"CHIESA",NA,"SERGIO",NA,1658,"Partido Nacional",1985-02-15,1990-02-14,"Intendente","Titular","Tacuarembo",1,1,1950-01-11,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,35,35,"1985-2025",NA,NA,"Intendente","SI","1985-1990"
"CHIESA",NA,"SERGIO",NA,1658,"Partido Nacional",1990-02-15,1995-02-14,"Intendente","Titular","Tacuarembo",1,1,1950-01-11,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,40,40,"1985-2025",NA,NA,"Intendente","SI","1990-1995"
"CHIESA",NA,"PEDRO","MARIA",3873,"Partido Nacional",1959-02-15,1963-02-14,"Diputado","Titular","Tacuarembo",1,1,1912-03-07,1959-02-15,1963-02-14,1961-02-14,NA,46,46,"1934-1973",NA,NA,"Diputado","SI","1959-1963"
"CHIESA",NA,"PEDRO","M.",3873,"Partido Nacional",1955-02-15,1959-02-14,"Concejal Departamental","Titular","Tacuarembo",1,1,1912-03-07,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,42,42,"1934-1973",NA,NA,"Concejal Departamental","NO","1955-1959"
"CHIESA",NA,"ANTONIO",NA,3874,"Partido Nacional",1963-02-15,1967-02-14,"Concejal Departamental","Titular","Tacuarembo",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1963-1967"
"CHIESA",NA,"PEDRO","M.",3873,"Partido Nacional",1967-02-15,1972-02-14,"Intendente","Titular","Tacuarembo",1,1,1912-03-07,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,54,54,"1934-1973",NA,NA,"Intendente","SI","1967-1972"
"CHIESA",NA,"PEDRO","M.",3873,"Partido Nacional",1972-02-15,1973-06-27,"Intendente","Titular","Tacuarembo",1,1,1912-03-07,1972-02-15,1973-06-27,1972-10-21,NA,59,59,"1934-1973",NA,NA,"Intendente","SI","1972-1973"
"CHIESA","BRUNO","ANTONIO",NA,4371,"Partido Nacional",NA,NA,"Diputado","Titular","Tacuarembó",1,2,1953-07-26,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,56,56,"1985-2025",2010,2015,"Diputado","SI","2010-2015"
"CHIESSA",NA,"ANTONIO",NA,3676,"Partido Nacional",1959-02-15,1963-02-14,"Concejal Departamental","Titular","Tacuarembo",1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1959-1963"
"CHIFFLET",NA,"GUILLERMO",NA,343,"Frente Amplio",1990-02-15,1995-02-14,"Diputado","Titular","Montevideo",1,1,1926-09-15,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,63,63,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"CHIFFLET",NA,"GUILLERMO",NA,343,"Frente Amplio",1995-02-15,2000-02-14,"Diputado","Titular","Montevideo",1,1,1926-09-15,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,68,68,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"CHIFFLET",NA,"GUILLERMO",NA,343,"Frente Amplio",2000-02-15,2005-02-14,"Diputado","Titular","Montevideo",1,1,1926-09-15,2000-02-15,2005-02-14,2002-08-16,NA,73,73,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"CHIFFLET",NA,"JULIO",NA,344,"Partido Colorado",1972-02-15,1973-06-27,"Diputado","Titular","Florida",1,1,1894-03-23,1972-02-15,1973-06-27,1972-10-21,NA,77,77,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"CHIFFLET","ZERBONI","GUILLERMO","EUGENIO",343,"Frente Amplio",NA,NA,"Diputado","Titular","Montevideo",1,2,1926-09-15,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,78,78,"1985-2025",2005,2005,"Diputado","SI","2005-2010"
"CHIFLET",NA,"JULIO","V.",344,"Partido Nacional",1926-10-02,1932-02-23,"Consejero Departamental","Titular","Treinta y Tres",1,1,1894-03-23,1926-02-09,1929-01-28,1927-08-05,NA,32,32,"1902-1933",NA,NA,"Consejero Departamental","NO","1926-1929"
"CHIOSSI",NA,"MARTINIANO",NA,3553,"Partido Colorado",1938-06-19,1938-10-11,"Intendente","Titular","Maldonado",1,1,1884-06-01,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,54,54,"1934-1973",NA,NA,"Intendente","SI","1938-1942"
"CHIPARELLI",NA,"HUGO",NA,2613,"Partido Nacional",2010-03-01,NA,"Concejal","Titular","Montevideo C",1,1,1945-01-07,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,65,65,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"CHIRUCHI",NA,"JUAN",NA,3875,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,1,1947-10-21,1995-02-15,2000-02-14,1997-08-15 12:00:00,49,NA,49,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"CHIRUCHI",NA,"JUAN",NA,3875,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,1,1947-10-21,2000-02-15,2005-02-14,2002-08-16,54,NA,54,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"CHIRUCHI",NA,"JUAN",NA,3875,"Partido Nacional",1995-03-01,1999-08-24,"Ministro Vivienda, Ordenamiento Territorial y Medio Ambiente","Titular",NA,1,1,1947-10-21,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,47,47,"1985-2025",NA,NA,"Ministro Vivienda, Ordenamiento Territorial y Medio Ambiente","SI","1995-2000"
"CHIRUCHI",NA,"JUAN",NA,3875,"Partido Nacional",1994-11-27,1994-11-27,"Candidato Vicepresidente",NA,NA,1,1,1947-10-21,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,47,47,"1985-2025",NA,NA,"Candidato Vicepresidente","SI","1990-1995"
"CHIRUCHI",NA,"JUAN","ANTONIO",3875,"Partido Nacional",1985-02-15,1990-02-14,"Intendente","Titular","San Jose",1,1,1947-10-21,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,37,37,"1985-2025",NA,NA,"Intendente","SI","1985-1990"
"CHIRUCHI",NA,"JUAN","ANTONIO",3875,"Partido Nacional",1990-02-15,1995-02-14,"Intendente","Titular","San Jose",1,1,1947-10-21,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,42,42,"1985-2025",NA,NA,"Intendente","SI","1990-1995"
"CHIRUCHI",NA,"JUAN","ANTONIO",3875,"Partido Nacional",2001-02-15,2005-02-14,"Intendente","Titular","San Jose",1,1,1947-10-21,2000-02-15,2005-02-14,2002-08-16,NA,53,53,"1985-2025",NA,NA,"Intendente","SI","2000-2005"
"CHIRUCHI",NA,"JUAN","ANTONIO",3875,"Partido Nacional",NA,NA,"Intendente","Titular","San Jose",1,1,1947-10-21,2005-02-15,2010-02-14,2007-08-16 12:00:00,59,NA,59,"1985-2025",NA,NA,"Intendente","SI","2005-2010"
"CHIRUCHI","FUENTES","JUAN","ANTONIO",3875,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1947-10-21,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,62,62,"1985-2025",2010,2015,"Senador","SI","2010-2015"
"CHIRUCHI","FUENTES","JUAN","ANTONIO",3875,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1947-10-21,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,57,57,"1985-2025",2005,2005,"Senador","SI","2005-2010"
"CHOCA",NA,"ERNESTO","A.",345,"Partido Colorado",1969-10-30,1969-12-15,"Diputado","Suplente","Florida",1,1,1933-10-14,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,36,36,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"CHOCHO",NA,"WALTER",NA,1659,"Partido por el Gobierno del Pueblo",NA,NA,"Diputado","Suplente","Montevideo",1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"CHOUHY","TERRA","JOSE","L.",346,"Partido Colorado",1938-06-13,1942-02-21,"Diputado","Suplente","Durazno",1,1,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1938-1942"
"CHOUHY","TERRA","JOSE","L.",346,"Partido Colorado",1943-02-15,1943-06-02,"Diputado","Suplente","Tacuarembo",1,1,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1943-1947"
"CHOUHY","TERRA","PEDRO",NA,347,"Partido Colorado",1938-05-25,1942-02-21,"Diputado","Titular","Montevideo",1,1,1911-07-08,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,26,26,"1934-1973",NA,NA,"Diputado","SI","1938-1942"
