"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","agregado","legislaturas_agrupadas"
"GARGANO","OSTUNI","REINALDO","APOLO",1805,"Frente Amplio",2010,2011,47,"Senador","Titular",NA,1,"1934-07-26","2010-02-15","2015-02-14","2012-08-15",NA,75,75,0,"1985-2020"
"HEBER","FONTANA","LUIS","ALBERTO",720,"Partido Nacional",2010,2015,47,"Senador","Titular",NA,1,"1957-12-22","2010-02-15","2015-02-14","2012-08-15",NA,52,52,0,"1985-2020"
"AMORIN","BATLLE","JOSE","GERARDO",3811,"Partido Colorado",2010,2015,47,"Senador","Titular",NA,1,"1954-11-09","2010-02-15","2015-02-14","2012-08-15",NA,55,55,0,"1985-2020"
"LACALLE","DE","LUIS","ALBERTO RAMON",769,"Partido Nacional",2010,2015,47,"Senador","Titular",NA,1,"1941-07-13","2010-02-15","2015-02-14","2012-08-15",NA,68,68,0,"1985-2020"
"LARRANAGA","FRAGA","JORGE","WASHINGTON",791,"Partido Nacional",2010,2014,47,"Senador","Titular",NA,1,"1956-08-08","2010-02-15","2015-02-14","2012-08-15",NA,53,53,0,"1985-2020"
"LORIER","SANDRO","EDUARDO",NA,1907,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1952-09-10","2010-02-15","2015-02-14","2012-08-15",NA,57,57,0,"1985-2020"
"MARTINEZ","VILLAAMIL","DANIEL","CARLOS",3983,"Frente Amplio",2015,2015,47,"Senador","Titular",NA,1,"1957-02-23","2010-02-15","2015-02-14","2012-08-15",NA,52,52,0,"1985-2020"
"MARTINEZ","VILLAAMIL","DANIEL","CARLOS",3983,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1957-02-23","2010-02-15","2015-02-14","2012-08-15",NA,52,52,0,"1985-2020"
"MICHELINI","DELLE","RAFAEL","EUGENIO",925,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1958-10-30","2010-02-15","2015-02-14","2012-08-15",NA,51,51,0,"1985-2020"
"MOREIRA","REISCH","CARLOS","ALBERTO",4000,"Partido Nacional",2015,2015,47,"Senador","Titular",NA,1,"1946-05-16","2010-02-15","2015-02-14","2012-08-15",NA,63,63,0,"1985-2020"
"MOREIRA","REISCH","CARLOS","ALBERTO",4000,"Partido Nacional",2010,2015,47,"Senador","Titular",NA,1,"1946-05-16","2010-02-15","2015-02-14","2012-08-15",NA,63,63,0,"1985-2020"
"MOREIRA","VINAS","CONSTANZA","BEATRIZ",2367,"Frente Amplio",2010,2014,47,"Senador","Titular",NA,0,"1960-02-22","2010-02-15","2015-02-14","2012-08-15",NA,49,49,0,"1985-2020"
"NIN","NOVOA","RODOLFO",NA,980,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1948-01-25","2010-02-15","2015-02-14","2012-08-15",NA,62,62,0,"1985-2020"
"PASQUET","IRIBARNE","OPE",NA,4014,"Partido Colorado",2010,2015,47,"Senador","Titular",NA,1,"1956-01-10","2010-02-15","2015-02-14","2012-08-15",NA,54,54,0,"1985-2020"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",2010,2015,47,"Senador","Titular",NA,1,"1965-10-07","2010-02-15","2015-02-14","2012-08-15",NA,44,44,0,"1985-2020"
"ASTORI","SARAGOSA","DANILO","ANGEL",137,"Frente Amplio",2010,2010,47,"Senador","Titular",NA,1,"1940-04-23","2010-02-15","2015-02-14","2012-08-15",NA,69,69,0,"1985-2020"
"RUBIO","BRUNO","ENRIQUE","VICENTE",2115,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1943-04-06","2010-02-15","2015-02-14","2012-08-15",NA,66,66,0,"1985-2020"
"SARAVIA","GARASSINI","JORGE","JOSE",1267,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1958-05-01","2010-02-15","2015-02-14","2012-08-15",NA,51,51,0,"1985-2020"
"TOPOLANSKY","SAAVEDRA","LUCIA",NA,2212,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,0,"1944-09-25","2010-02-15","2015-02-14","2012-08-15",NA,65,65,0,"1985-2020"
"VIERA","DUARTE","TABARE",NA,1427,"Partido Colorado",2010,2015,47,"Senador","Titular",NA,1,"1955-04-07","2010-02-15","2015-02-14","2012-08-15",NA,54,54,0,"1985-2020"
"XAVIER","YELPO","MONICA",NA,2271,"Frente Amplio",2010,2013,47,"Senador","Titular",NA,0,"1956-12-16","2010-02-15","2015-02-14","2012-08-15",NA,53,53,0,"1985-2020"
"BONOMI","VARELA","EDISON","EDUARDO",232,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1948-10-14","2010-02-15","2015-02-14","2012-08-15",NA,61,61,0,"1985-2020"
"BORDABERRY","HERRAN","JUAN","PEDRO",2390,"Partido Colorado",2010,2015,47,"Senador","Titular",NA,1,"1960-04-28","2010-02-15","2015-02-14","2012-08-15",NA,49,49,0,"1985-2020"
"BOTANA","ARANCET","LUIS","SERGIO",243,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,1,"1964-01-08","2010-02-15","2015-02-14","2012-08-15",NA,46,46,0,"1985-2020"
"BARAIBAR","PONCE","FELIX","CARLOS",4585,"Frente Amplio",2010,2015,47,"Senador","Titular",NA,1,"1939-07-13","2010-02-15","2015-02-14","2012-08-15",NA,70,70,1,"1985-2020"
"EGUILUZ","LAXAGUE","MARIA","CECILIA",2389,"Partido Colorado",2010,2010,47,"Diputado","Suplente","Salto",0,"1974-08-29","2010-02-15","2015-02-14","2012-08-15",37,NA,37,0,"1985-2020"
"OTEGUI","GRIEGO","MIGUEL","JESUS",2415,"Partido Nacional",2010,2015,47,"Diputado","Suplente","Paysandú",1,"1949-07-20","2010-02-15","2015-02-14","2012-08-15",63,NA,63,0,"1985-2020"
"ANDRADE","LALLANA","OSCAR",NA,2322,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1974-08-09","2010-02-15","2015-02-14","2012-08-15",38,NA,38,0,"1985-2020"
"AROCENA","ARGUL","JOSE","ANDRES",3817,"Partido Nacional",2010,2015,47,"Diputado","Suplente","Florida",1,"1964-05-24","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"SANDER","DARIN","RICHARD","SAUL",2378,"Partido Colorado",2010,2015,47,"Diputado","Suplente","Rivera",1,"1964-08-01","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"SANSEVERINO","MANSILLA","BERTA",NA,2308,"Frente Amplio",2010,2015,47,"Diputado","Suplente","Montevideo",0,"1946-04-25","2010-02-15","2015-02-14","2012-08-15",66,NA,66,0,"1985-2020"
"BESOZZI","AROCENA","GUILLERMO","JULIO",2417,"Partido Nacional",2015,2015,47,"Diputado","Suplente",NA,1,"1961-10-16","2010-02-15","2015-02-14","2012-08-15",50,NA,50,0,"1985-2020"
"BISTOLFI","ZUNINI","MARCELO",NA,2392,"Partido Colorado",2010,2015,47,"Diputado","Titular","Salto",1,"1966-06-07","2010-02-15","2015-02-14","2012-08-15",46,NA,46,0,"1985-2020"
"BOTANA","ARANCET","LUIS","SERGIO",243,"Partido Nacional",2010,2010,47,"Diputado","Suplente","Cerro Largo",1,"1964-01-08","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"GONZALEZ","RODRIGUEZ","DANIEL","ALEJANDRO",4556,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1972-07-20","2010-02-15","2015-02-14","2012-08-15",40,NA,40,1,"1985-2020"
"GUERRERO","NIETO","MARIO","ALBERTO",4663,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1942-04-09","2010-02-15","2015-02-14","2012-08-15",70,NA,70,1,"1985-2020"
"LIMA","PROSERPIO","ANA","IRENE",4534,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,0,"1976-06-21","2010-02-15","2015-02-14","2012-08-15",36,NA,36,1,"1985-2020"
"MARIONE","BUCHIAZZO","FABRICIO","DANIEL",4582,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1973-01-11","2010-02-15","2015-02-14","2012-08-15",39,NA,39,1,"1985-2020"
"VAZQUEZ","LASSERRA","JUAN","ANGEL",4631,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,1,"1940-12-14","2010-02-15","2015-02-14","2012-08-15",71,NA,71,1,"1985-2020"
"VILLALBA","BELEN","LIDIA","ELIZABETH",4644,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,0,"1960-12-14","2010-02-15","2015-02-14","2012-08-15",51,NA,51,1,"1985-2020"
"ABDALA","SCHWARZ","PABLO","DANIEL",1453,"Partido Nacional",2012,2012,47,"Senador","Suplente",NA,1,"1966-07-14","2010-02-15","2015-02-14","2012-08-15",46,NA,46,0,"1985-2020"
"ABT","MURIONDO","ANDRES",NA,2970,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,"1973-08-11","2010-02-15","2015-02-14","2012-08-15",39,NA,39,0,"1985-2020"
"ALONSO","MONTANO","VERONICA","MARIA",2399,"Partido Nacional",2010,2014,47,"Senador","Suplente",NA,0,"1973-10-24","2010-02-15","2015-02-14","2012-08-15",38,NA,38,0,"1985-2020"
"ALPUY","FERREIRA","NELSON","TABARE",3067,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,"1946-03-15","2010-02-15","2015-02-14","2012-08-15",66,NA,66,0,"1985-2020"
"CLAVIJO","QUIRQUE","HEBERT",NA,354,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,"1950-05-06","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"CONDE","CARRERAS","ROBERTO",NA,363,"Frente Amplio",2013,2014,47,"Senador","Suplente",NA,1,"1952-09-07","2010-02-15","2015-02-14","2012-08-15",59,NA,59,0,"1985-2020"
"CROSA","MARCOS","FERNANDO","JULIO",1202,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1969-09-26","2010-02-15","2015-02-14","2012-08-15",42,NA,42,0,"1985-2020"
"DA SILVA","CAMBOUE","SEBASTIAN",NA,1697,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,"1972-06-08","2010-02-15","2015-02-14","2012-08-15",40,NA,40,0,"1985-2020"
"DEMARCO BEROIS",NA,"MARIELLA",NA,1718,"Partido Independiente",2010,2010,47,"Diputado","Suplente",NA,0,"1955-07-26","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"DINI","SIQUEIRA","DANTE","DINO",2408,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,1,"1955-11-25","2010-02-15","2015-02-14","2012-08-15",56,NA,56,0,"1985-2020"
"DUCHE","FERREIRA","GABRIEL","APOLONIO",2800,"Frente Amplio",2014,2015,47,"Diputado","Suplente",NA,1,"1952-09-06","2010-02-15","2015-02-14","2012-08-15",59,NA,59,0,"1985-2020"
"ENCISO","CHRISTIANSEN","CARLOS","FERNANDO",3888,"Partido Nacional",2010,2010,47,"Senador","Suplente",NA,1,"1967-08-23","2010-02-15","2015-02-14","2012-08-15",44,NA,44,0,"1985-2020"
"FACELLO","GERMANO","GUILLERMO","RUBEN",2388,"Partido Colorado",2011,2015,47,"Diputado","Suplente","Montevideo",1,"1953-09-08","2010-02-15","2015-02-14","2012-08-15",58,NA,58,0,"1985-2020"
"FACELLO","GERMANO","GUILLERMO","RUBEN",2388,"Partido Colorado",2010,2011,47,"Diputado","Suplente","Montevideo",1,"1953-09-08","2010-02-15","2015-02-14","2012-08-15",58,NA,58,0,"1985-2020"
"FERNANDEZ","DOMINGUEZ","GONZALO","DANIEL",1762,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,"1952-03-21","2010-02-15","2015-02-14","2012-08-15",60,NA,60,0,"1985-2020"
"FONTICIELLA","DE","RAMON","ANGEL",569,"Frente Amplio",2010,2011,47,"Senador","Suplente",NA,1,"1947-08-31","2010-02-15","2015-02-14","2012-08-15",64,NA,64,0,"1985-2020"
"GALLO","IMPERIALE","LUIS","JOSE",4235,"Frente Amplio",2013,2015,47,"Senador","Suplente",NA,1,"1934-05-31","2010-02-15","2015-02-14","2012-08-15",78,NA,78,0,"1985-2020"
"GALLO","IMPERIALE","LUIS","JOSE",4235,"Frente Amplio",2010,2013,47,"Senador","Suplente",NA,1,"1934-05-31","2010-02-15","2015-02-14","2012-08-15",78,NA,78,0,"1985-2020"
"GAMOU","FASADELLO","ADOLFO","CARLOS",606,"Frente Amplio",2010,2015,47,"Diputado","Suplente","Montevideo",1,"1959-08-09","2010-02-15","2015-02-14","2012-08-15",53,NA,53,0,"1985-2020"
"GAMOU","FASADELLO","ADOLFO","CARLOS",606,"Frente Amplio",2010,2012,47,"Senador","Suplente",NA,1,"1959-08-09","2010-02-15","2015-02-14","2012-08-15",53,NA,53,0,"1985-2020"
"GANDINI","ASTESIANO","JORGE","OSVALDO",1797,"Partido Nacional",2010,2015,47,"Senador","Suplente",NA,1,"1958-03-05","2010-02-15","2015-02-14","2012-08-15",54,NA,54,0,"1985-2020"
"GARCIA","DUCHINI","JAVIER","FERNANDO",3917,"Partido Nacional",2010,2012,47,"Senador","Suplente",NA,1,"1963-11-28","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"GIANOLI","TRAVIESO","HECTOR","GABRIEL",4167,"Partido Nacional",2012,2014,47,"Diputado","Suplente",NA,1,"1966-11-13","2010-02-15","2015-02-14","2012-08-15",45,NA,45,0,"1985-2020"
"GIURIA","BARBOT","RAUL","BARTOLOME",1815,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,"1948-03-31","2010-02-15","2015-02-14","2012-08-15",64,NA,64,0,"1985-2020"
"GONI","REYES","RODRIGO",NA,665,"Partido Nacional",2010,2015,47,"Diputado","Suplente","Salto",1,"1967-07-03","2010-02-15","2015-02-14","2012-08-15",45,NA,45,0,"1985-2020"
"GUARINO",NA,"GUSTAVO",NA,697,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,"1950-04-14","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"GUERRINI","RIESTRA","ALDO","ULISES",4353,"Frente Amplio",2010,2013,47,"Diputado","Suplente","Montevideo",1,"1949-02-17","2010-02-15","2015-02-14","2012-08-15",63,NA,63,0,"1985-2020"
"AMARO","CEDRES","JUAN","JUSTO",4219,"Partido Colorado",2010,2010,47,"Senador","Suplente",NA,1,"1957-02-14","2010-02-15","2015-02-14","2012-08-15",55,NA,55,0,"1985-2020"
"AMY","TEJERA","JOSE","ANTONIO",2384,"Partido Colorado",2015,2015,47,"Senador","Suplente",NA,1,"1967-11-03","2010-02-15","2015-02-14","2012-08-15",44,NA,44,0,"1985-2020"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2012,2014,47,"Senador","Suplente",NA,1,"1959-09-23","2010-02-15","2015-02-14","2012-08-15",52,NA,52,0,"1985-2020"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2010,2010,47,"Senador","Suplente",NA,1,"1959-09-23","2010-02-15","2015-02-14","2012-08-15",52,NA,52,0,"1985-2020"
"LAFLUF","LAFLUF","RAUL",NA,2882,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1945-06-15","2010-02-15","2015-02-14","2012-08-15",67,NA,67,0,"1985-2020"
"LAGUARDA","FISCHETTI","MANUEL",NA,1874,"Frente Amplio",2012,2014,47,"Senador","Suplente",NA,1,"1949-02-13","2010-02-15","2015-02-14","2012-08-15",63,NA,63,0,"1985-2020"
"LAMORTE","RUSSOMANNO","ALDO","JOSE",3313,"Partido Nacional",2010,2014,47,"Senador","Suplente",NA,1,"1957-01-17","2010-02-15","2015-02-14","2012-08-15",55,NA,55,0,"1985-2020"
"LASCANO","ARANDA","WALTER","HUGO",2993,"Partido Independiente",2010,2014,47,"Diputado","Suplente",NA,1,"1966-08-22","2010-02-15","2015-02-14","2012-08-15",45,NA,45,0,"1985-2020"
"LAZO","GUEREQUIZ","SANDRA","MARIA",2362,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,0,"1967-04-12","2010-02-15","2015-02-14","2012-08-15",45,NA,45,0,"1985-2020"
"LEMA","PERRETTA","MARTIN",NA,2428,"Partido Nacional",2013,2014,47,"Diputado","Suplente",NA,1,"1982-09-06","2010-02-15","2015-02-14","2012-08-15",29,NA,29,0,"1985-2020"
"LESCANO","FRASCHINI","HECTOR","CARLOS",3953,"Frente Amplio",2012,2015,47,"Senador","Suplente",NA,1,"1948-02-13","2010-02-15","2015-02-14","2012-08-15",64,NA,64,0,"1985-2020"
"MALAQUINA","UGOLINI","EDUARDO","RAMON",855,"Partido Colorado",2011,2015,47,"Senador","Suplente",NA,1,"1936-08-31","2010-02-15","2015-02-14","2012-08-15",75,NA,75,0,"1985-2020"
"MARTINEZ","HUELMO","RUBEN","WALDEMAR",3984,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,"1949-09-27","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"MAZZONI","MOROSOLI","PABLO","ENRIQUE",2351,"Frente Amplio",2011,2013,47,"Diputado","Suplente","Lavalleja",1,"1961-01-06","2010-02-15","2015-02-14","2012-08-15",51,NA,51,0,"1985-2020"
"MAZZONI","MOROSOLI","PABLO","ENRIQUE",2351,"Frente Amplio",2010,2011,47,"Diputado","Suplente","Lavalleja",1,"1961-01-06","2010-02-15","2015-02-14","2012-08-15",51,NA,51,0,"1985-2020"
"MIER","ESTADES","SERGIO","ANTERES",2318,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,"1955-06-27","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"MINETTI","FERNANDEZ","ORQUIDEA",NA,2313,"Frente Amplio",2013,2015,47,"Diputado","Suplente","Canelones",0,"1954-09-26","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"MONTANER","FORMOSO","MARTHA","SILVANA",1950,"Partido Colorado",2010,2015,47,"Senador","Suplente",NA,0,"1955-01-06","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"MUGURUZA","GALVALISI","EDUARDO","MARIA",1962,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,"1940-09-28","2010-02-15","2015-02-14","2012-08-15",71,NA,71,0,"1985-2020"
"MUJICA","BENOIT","GONZALO","FERNANDO",963,"Frente Amplio",2015,2015,47,"Senador","Suplente",NA,1,"1956-06-06","2010-02-15","2015-02-14","2012-08-15",56,NA,56,0,"1985-2020"
"OBISPO","BUENO","RUBEN","MARIA",990,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,"1933-09-14","2010-02-15","2015-02-14","2012-08-15",78,NA,78,0,"1985-2020"
"OSTA","CALLEROS","JOSE","GUSTAVO",1990,"Partido Colorado",2011,2014,47,"Diputado","Suplente",NA,1,"1969-11-29","2010-02-15","2015-02-14","2012-08-15",42,NA,42,0,"1985-2020"
"PASSADA","LEONCINI","IVONNE","GRAZIELLA",2329,"Frente Amplio",2015,2015,47,"Senador","Suplente",NA,1,"1956-04-04","2010-02-15","2015-02-14","2012-08-15",56,NA,56,0,"1985-2020"
"PAYSSE","RODRIGUEZ","DANIELA",NA,2006,"Frente Amplio",2015,2015,47,"Senador","Suplente",NA,0,"1946-10-17","2010-02-15","2015-02-14","2012-08-15",65,NA,65,0,"1985-2020"
"PENA","HERNANDEZ","MARIA","ADRIANA",4031,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,0,"1964-09-09","2010-02-15","2015-02-14","2012-08-15",47,NA,47,0,"1985-2020"
"PEREYRA","HUELMO","HECTOR","ANIBAL",4022,"Frente Amplio",2010,2013,47,"Senador","Suplente",NA,1,"1966-11-07","2010-02-15","2015-02-14","2012-08-15",45,NA,45,0,"1985-2020"
"ANTOGNAZZA","IMAS","MILTON","JESUS",1482,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,"1935-07-27","2010-02-15","2015-02-14","2012-08-15",77,NA,77,0,"1985-2020"
"AREZO","NANDE","ENRIQUE",NA,4134,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1978-05-15","2010-02-15","2015-02-14","2012-08-15",34,NA,34,0,"1985-2020"
"ARISTIMUNO","FUMERO","CARMELO","SAUL",2353,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1951-07-18","2010-02-15","2015-02-14","2012-08-15",61,NA,61,0,"1985-2020"
"AROCENA","ARGUL","JOSE","ANDRES",3817,"Partido Nacional",2010,2010,47,"Diputado","Suplente","Florida",1,"1964-05-24","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"PERRONE","CABRERA","ALVARO","LUIS",4189,"Partido Colorado",2013,2013,47,"Diputado","Suplente",NA,1,"1977-06-08","2010-02-15","2015-02-14","2012-08-15",35,NA,35,0,"1985-2020"
"PINEYRUA","OLMOS","ANA","LIA",2534,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,0,"1954-11-23","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"PINTADO",NA,"ENRIQUE","MANUEL",1098,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,"1958-01-26","2010-02-15","2015-02-14","2012-08-15",54,NA,54,0,"1985-2020"
"REISCH","VILA","NIBIA","ANDREA",2393,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,0,"1971-06-28","2010-02-15","2015-02-14","2012-08-15",41,NA,41,0,"1985-2020"
"REISCH","VILA","NIBIA","ANDREA",2393,"Partido Colorado",2010,2010,47,"Diputado","Suplente",NA,0,"1971-06-28","2010-02-15","2015-02-14","2012-08-15",41,NA,41,0,"1985-2020"
"RONDEAU","BARRETO","ANIBAL","RODOLFO",2104,"Frente Amplio",2012,2014,47,"Diputado","Suplente",NA,1,"1947-04-24","2010-02-15","2015-02-14","2012-08-15",65,NA,65,0,"1985-2020"
"RONDEAU","BARRETO","ANIBAL","RODOLFO",2104,"Frente Amplio",2011,2015,47,"Senador","Suplente",NA,1,"1947-04-24","2010-02-15","2015-02-14","2012-08-15",65,NA,65,0,"1985-2020"
"ROSADILLA","PEREIRA","LUIS","ANGEL",1213,"Frente Amplio",2011,2015,47,"Senador","Suplente",NA,1,"1953-12-21","2010-02-15","2015-02-14","2012-08-15",58,NA,58,0,"1985-2020"
"SANABRIA","MENDOZA","WILSON","DANUBIO",2129,"Partido Colorado",2010,2013,47,"Senador","Suplente",NA,1,"1949-08-18","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"SANCHEZ","PEREIRA","ALEJANDRO","DARIO",2317,"Frente Amplio",2010,2015,47,"Diputado","Suplente","Montevideo",1,"1980-04-24","2010-02-15","2015-02-14","2012-08-15",32,NA,32,0,"1985-2020"
"SANDER","DARIN","RICHARD","SAUL",2378,"Partido Colorado",2010,2010,47,"Diputado","Suplente","Rivera",1,"1964-08-01","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"SARASOLA","ROBAINA","ALBA","ALICIA",2799,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,0,"1959-12-22","2010-02-15","2015-02-14","2012-08-15",52,NA,52,0,"1985-2020"
"SCAVARELLI","ESCOBAR","ALBERTO","RAUL",1277,"Partido Colorado",2013,2013,47,"Diputado","Suplente",NA,1,"1949-09-08","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"SCHUSMAN","KRAFT","JORGE",NA,2149,"Partido Colorado",2010,2010,47,"Diputado","Suplente",NA,1,"1963-04-22","2010-02-15","2015-02-14","2012-08-15",49,NA,49,0,"1985-2020"
"SCRIGNA","RODRIGUEZ","FERNANDO","JACINTO",1282,"Partido Colorado",2012,2013,47,"Senador","Suplente",NA,1,"1958-03-26","2010-02-15","2015-02-14","2012-08-15",54,NA,54,0,"1985-2020"
"SENA",NA,"ESTACIO",NA,2787,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,"1943-09-20","2010-02-15","2015-02-14","2012-08-15",68,NA,68,0,"1985-2020"
"SILVA","PELUFFO","RUBENSON",NA,2312,"Frente Amplio",2013,2015,47,"Diputado","Suplente","Rivera",1,"1961-11-09","2010-02-15","2015-02-14","2012-08-15",50,NA,50,0,"1985-2020"
"SILVA","PELUFFO","RUBENSON",NA,2312,"Frente Amplio",2010,2013,47,"Diputado","Suplente","Rivera",1,"1961-11-09","2010-02-15","2015-02-14","2012-08-15",50,NA,50,0,"1985-2020"
"SILVERA","ARAUJO","MARIO","FABIAN",2402,"Partido Nacional",2010,2014,47,"Diputado","Suplente","Treinta y Tres",1,"1971-03-26","2010-02-15","2015-02-14","2012-08-15",41,NA,41,0,"1985-2020"
"COURIEL","CURIEL","ALBERTO",NA,385,"Frente Amplio",2005,2010,46,"Senador","Titular",NA,1,"1935-08-22","2005-02-15","2010-02-14","2007-08-16",NA,69,69,0,"1985-2025"
"TAJAM","CABRERA","HECTOR","VICENTE",1345,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,"1947-09-22","2010-02-15","2015-02-14","2012-08-15",64,NA,64,0,"1985-2020"
"UMPIERREZ","DIANO","JAVIER","ERNESTO",4460,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,"1964-05-15","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"UMPIERREZ","DIANO","JAVIER","ERNESTO",4460,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,"1964-05-15","2010-02-15","2015-02-14","2012-08-15",48,NA,48,0,"1985-2020"
"BANDERA","PERG","MARIO","ISIDRO",2873,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1965-02-18","2010-02-15","2015-02-14","2012-08-15",47,NA,47,0,"1985-2020"
"XAVIER","YELPO","MONICA",NA,2271,"Frente Amplio",2012,2012,47,"Senador","Suplente",NA,0,"1956-12-16","2010-02-15","2015-02-14","2012-08-15",55,NA,55,0,"1985-2020"
"ZAS","FERNANDEZ","JORGE",NA,2278,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1949-02-23","2010-02-15","2015-02-14","2012-08-15",63,NA,63,0,"1985-2020"
"BATTISTONI","SPINELLI","JULIO","JOSE",2327,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,"1945-01-02","2010-02-15","2015-02-14","2012-08-15",67,NA,67,0,"1985-2020"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2012,2013,47,"Senador","Suplente",NA,1,"1955-06-30","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,"1955-06-30","2010-02-15","2015-02-14","2012-08-15",57,NA,57,0,"1985-2020"
"BERAMENDI","USERA","MARIA","DEL CARMEN",1543,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,0,"1950-06-16","2010-02-15","2015-02-14","2012-08-15",62,NA,62,0,"1985-2020"
"BERTERRECHE","ALVAREZ","ANDRES",NA,2559,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,"1962-07-18","2010-02-15","2015-02-14","2012-08-15",50,NA,50,0,"1985-2020"
"BIANCHI","CASERTA","ELEONORA",NA,1561,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,"1960-11-29","2010-02-15","2015-02-14","2012-08-15",51,NA,51,0,"1985-2020"
